,city,state,room_type,security_deposit,guests_included,extra_people,minimum_nights,maximum_nights,review_scores_rating
430,WASHINGTON,DC,Private room,0,2,40,3,300,96
431,NEW YORK,NY,Entire home/apt,0,2,20,3,21,95
432,COLUMBUS,OH,Entire home/apt,0,1,0,1,1125,96
433,NEW YORK,NY,Private room,0,1,0,4,60,97
434,NASHVILLE,TN,Entire home/apt,0,6,0,1,1125,86
435,CHICAGO,IL,Hotel room,0,1,0,1,1125,100
436,LA JOLLA,CA,Entire home/apt,1000,7,0,1,1125,86
437,SEATTLE,WA,Hotel room,0,1,0,30,1125,100
438,WASHINGTON,DC,Entire home/apt,0,2,40,3,1125,98
439,HAWTHORNE,CA,Private room,300,1,60,30,1125,100
440,BROOKLYN,NY,Private room,0,1,16,30,365,100
441,BROOKLYN,NY,Entire home/apt,0,1,0,3,10,100
442,OAKLAND,CA,Private room,0,5,0,1,27,93
443,BOSTON,MA,Entire home/apt,200,1,0,1,1125,98
444,SANTA MONICA,CA,Private room,0,1,49,1,7,100
445,NEW ORLEANS,LA,Entire home/apt,150,1,0,1,1125,89
446,AUSTIN,TX,Private room,0,1,10,2,17,99
447,NEW YORK,NY,Private room,0,1,0,2,30,98
448,QUEENS,NY,Entire home/apt,0,4,0,1,1125,86
449,PORTLAND,OR,Private room,0,1,10,30,1125,100
450,AUSTIN,TX,Entire home/apt,150,1,0,5,14,100
451,BROOKLYN,NY,Private room,0,1,15,10,40,96
452,NEW YORK,NY,Private room,0,2,30,3,1125,94
453,NEW YORK,NY,Entire home/apt,0,2,20,3,1125,100
454,KAHUKU,HI,Entire home/apt,500,4,25,1,1125,93
455,CHICAGO,IL,Entire home/apt,0,1,5,2,10,100
456,WASHINGTON,DC,Hotel room,0,1,35,1,90,88
457,HONOLULU,HI,Entire home/apt,300,4,15,2,60,94
458,DENVER,CO,Entire home/apt,100,4,10,1,6,98
459,SUNNYVALE,CA,Private room,100,1,25,31,360,90
460,SAN DIEGO,CA,Entire home/apt,0,1,0,2,28,100
461,CHICAGO,IL,Private room,0,1,0,1,29,99
462,NEW YORK,NY,Entire home/apt,500,1,0,20,55,93
463,HONOLULU,HI,Entire home/apt,0,1,15,3,1125,98
464,NEW YORK,NY,Entire home/apt,0,4,0,1,1125,100
465,HONAUNAU-NAPOOPOO,HI,Entire home/apt,250,4,20,2,30,97
466,DENVER,CO,Entire home/apt,0,4,10,1,7,98
467,NEW YORK,NY,Entire home/apt,500,1,100,5,45,100
468,BELLFLOWER,CA,Entire home/apt,0,1,0,3,14,99
469,AUSTIN,TX,Entire home/apt,500,8,25,2,1125,98
470,BROOKLYN,NY,Private room,0,1,0,3,7,99
471,BRONX,NY,Entire home/apt,100,2,5,6,1125,94
472,NASHVILLE,TN,Entire home/apt,0,4,25,1,1125,99
473,NEW YORK,NY,Entire home/apt,5000,6,0,30,1125,98
474,SAN FRANCISCO,CA,Private room,0,1,0,1,1,98
475,SEATTLE,WA,Entire home/apt,250,2,10,30,365,100
476,HONOLULU,HI,Entire home/apt,200,1,0,1,1125,91
477,SAN DIEGO,CA,Private room,0,1,0,14,1125,100
478,CHICAGO,IL,Private room,0,1,10,1,1125,100
479,KIHEI,HI,Entire home/apt,300,4,15,3,1125,99
480,BROOKLYN,NY,Private room,0,1,30,1,30,100
481,VENICE,CA,Entire home/apt,400,2,20,30,365,95
482,SANTA CRUZ,CA,Entire home/apt,0,1,0,3,1125,97
483,SAN GABRIEL,CA,Entire home/apt,0,6,100,1,1125,96
484,BROOKLYN,NY,Private room,0,1,0,3,1125,98
485,LOS ANGELES,CA,Entire home/apt,2000,1,10,2,90,96
486,NEW YORK,NY,Entire home/apt,0,1,15,4,90,96
487,BROOKLYN,NY,Entire home/apt,300,1,0,7,1125,92
488,DUARTE,CA,Private room,100,1,15,2,60,98
489,BROOKLYN ,NY,Entire home/apt,0,3,20,3,1125,98
490,CHICAGO,IL,Private room,0,1,0,1,10,100
491,COLUMBUS,OH,Entire home/apt,0,2,10,1,1125,90
492,LOS ANGELES,CA,Private room,550,1,20,2,90,98
493,BROOKLYN,NY,Entire home/apt,0,2,0,26,40,95
494,KAPAAU,HI,Entire home/apt,150,1,0,2,1125,100
495,WASHINGTON,DC,Entire home/apt,300,1,0,3,89,96
496,COLUMBUS,OH,Entire home/apt,250,8,50,2,29,100
497,WASHINGTON,DC,Hotel room,0,1,35,1,150,87
498,SEATTLE,WA,Entire home/apt,100,2,7,1,14,94
499,NEW YORK,NY,Private room,0,2,20,1,1125,96
500,NEW YORK,NY,Private room,100,2,20,2,1125,90
501,LAHAINA,HI,Entire home/apt,500,1,0,6,1125,100
502,NASHVILLE,TN,Entire home/apt,0,1,0,1,30,98
503,LOS ANGELES,CA,Entire home/apt,0,4,15,30,1125,92
504,HONOLULU,HI,Entire home/apt,300,1,0,3,1125,97
505,CHICAGO,IL,Private room,0,1,30,2,20,99
506,DENVER,CO,Entire home/apt,500,4,20,120,1125,100
507,LOS ANGELES,CA,Entire home/apt,175,3,45,30,1125,93
508,DENVER,CO,Private room,0,1,25,30,270,95
509,NEW YORK,NY,Private room,0,1,50,1,1125,95
510,LOS ANGELES,CA,Entire home/apt,0,1,65,31,1125,83
511,LONG BEACH,CA,Entire home/apt,0,2,15,1,1125,93
512,EAST PALO ALTO,CA,Entire home/apt,0,2,20,3,1125,100
513,SAN DIEGO,CA,Entire home/apt,399,2,15,3,28,95
514,KIHEI,HI,Entire home/apt,0,1,0,3,1125,87
515,SAN FRANCISCO,CA,Entire home/apt,0,1,0,2,7,100
516,AUSTIN,TX,Entire home/apt,0,1,0,3,30,100
517,NEW YORK,NY,Private room,0,1,10,3,1125,98
518,LOS ANGELES,CA,Entire home/apt,199,1,0,30,1125,97
519,SAN DIEGO,CA,Entire home/apt,2500,1,0,5,365,100
520,SEATTLE,WA,Entire home/apt,300,1,0,2,28,98
521,DENVER,CO,Entire home/apt,400,6,30,1,365,96
522,HONOLULU,HI,Entire home/apt,0,1,0,2,1125,97
523,BROOKLYN,NY,Private room,0,1,0,3,5,97
524,MINNEAPOLIS,MN,Entire home/apt,350,1,0,3,60,100
525,LOS ANGELES,CA,Entire home/apt,0,6,20,31,1125,89
526,AUSTIN,TX,Private room,0,1,0,1,6,100
527,WASHINGTON,DC,Private room,0,1,10,1,1125,100
528,LOS ANGELES,CA,Entire home/apt,0,1,5,30,1125,92
529,WATSONVILLE,CA,Entire home/apt,500,1,0,2,30,98
530,NEW ORLEANS,LA,Entire home/apt,0,6,0,30,365,100
531,SEATTLE,WA,Entire home/apt,0,8,10,1,1125,97
532,COLUMBUS,OH,Entire home/apt,0,1,0,1,1125,97
533,NEW ORLEANS,LA,Private room,100,1,15,30,1125,93
534,AUSTIN,TX,Entire home/apt,0,1,0,3,1125,100
535,LOS ANGELES,CA,Entire home/apt,0,1,0,1,1125,99
536,LOS ANGELES,CA,Entire home/apt,150,1,10,1,1125,87
537,MALIBU,CA,Private room,200,1,0,2,1125,94
538,SAN DIEGO,CA,Entire home/apt,350,1,0,7,28,82
539,AUSTIN,TX,Entire home/apt,1500,1,0,2,1125,100
540,MINNEAPOLIS,MN,Entire home/apt,100,2,10,1,1125,96
541,NEW YORK,NY,Entire home/apt,0,2,25,3,10,93
542,PALMDALE,CA,Private room,0,1,45,2,1125,98
543,NASHVILLE,TN,Entire home/apt,300,4,0,2,365,98
544,BROOKLYN,NY,Entire home/apt,300,1,0,6,1125,97
545,BROOKLYN,NY,Private room,0,1,10,7,90,100
546,LAHAINA,HI,Entire home/apt,500,1,0,7,1125,100
547,SAN DIEGO,CA,Entire home/apt,500,3,5,31,1125,100
548,QUEENS,NY,Private room,300,2,0,1,90,98
549,LOS ANGELES,CA,Entire home/apt,500,5,0,30,1125,97
550,HAUULA,HI,Entire home/apt,0,1,0,1,1125,93
551,NEW YORK,NY,Entire home/apt,0,1,30,6,1125,97
552,KIHEI,HI,Private room,300,1,0,3,30,100
553,SAN DIEGO,CA,Private room,0,2,20,3,10,70
554,SEATTLE,WA,Entire home/apt,0,1,0,3,30,89
555,NEW ORLEANS,LA,Entire home/apt,600,6,30,3,1123,91
556,AUSTIN,TX,Entire home/apt,0,4,50,2,5,100
557,CHICAGO,IL,Entire home/apt,0,1,0,3,30,100
558,WASHINGTON,DC,Entire home/apt,500,2,0,5,1125,97
559,SAN DIEGO,CA,Entire home/apt,100,2,0,14,365,98
560,LANAI CITY,HI,Entire home/apt,0,5,50,2,1125,95
561,LOS ANGELES,CA,Private room,100,1,20,3,1125,95
562,KIHEI,HI,Entire home/apt,500,2,12,5,62,98
563,HONOLULU,HI,Entire home/apt,200,1,0,2,1125,93
564,BOSTON,MA,Entire home/apt,0,1,15,1,1125,92
565,BOSTON,MA,Entire home/apt,300,1,0,2,1125,88
566,QUEENS,NY,Entire home/apt,100,6,35,2,1125,100
567,MINNEAPOLIS,MN,Private room,0,1,12,1,45,96
568,CHICAGO,IL,Private room,0,1,0,1,14,88
569,NASHVILLE,TN,Entire home/apt,0,1,15,1,30,97
570,NASHVILLE,TN,Entire home/apt,400,1,0,1,90,98
571,SANTA MONICA,CA,Entire home/apt,300,2,0,30,1125,100
572,NEW YORK,NY,Private room,500,1,30,2,1125,98
573,MINNEAPOLIS,MN,Entire home/apt,250,4,15,1,365,100
574,SAN FRANCISCO,CA,Entire home/apt,2500,6,100,2,30,98
575,SAN DIEGO,CA,Entire home/apt,0,2,30,30,120,84
576,NASHVILLE,TN,Entire home/apt,250,1,0,1,180,94
577,NEW ORLEANS,LA,Entire home/apt,250,4,25,2,28,94
578,BROOKLYN,NY,Entire home/apt,0,4,40,4,14,99
579,BROOKLYN,NY,Private room,0,1,10,8,1125,91
580,BEVERLY HILLS,CA,Entire home/apt,1500,1,0,31,1125,100
581,KOLOA,HI,Entire home/apt,0,8,0,3,90,95
582,LAHAINA,HI,Entire home/apt,200,4,10,1,181,97
583,PORTLAND,OR,Entire home/apt,0,2,15,1,15,95
584,SAN FRANCISCO,CA,Private room,0,2,30,3,7,100
585,HAIKU-PAUWELA,HI,Entire home/apt,200,2,20,5,1125,98
586,BURBANK,CA,Entire home/apt,500,2,20,30,500,96
587,NEW YORK,NY,Entire home/apt,200,1,0,2,1125,100
588,SEATTLE,WA,Shared room,350,1,75,30,90,96
589,BROOKLYN,NY,Private room,0,1,10,4,1125,87
590,SAN DIEGO,CA,Entire home/apt,250,3,15,1,1125,60
591,KEAAU,HI,Entire home/apt,0,10,25,1,1125,96
592,NASHVILLE,TN,Entire home/apt,150,1,0,2,182,94
593,NEW YORK,NY,Entire home/apt,375,2,30,15,90,94
594,LOS ANGELES,CA,Shared room,100,1,100,30,120,80
595,SAN DIEGO,CA,Entire home/apt,100,1,10,30,1125,93
596,SAN DIEGO,CA,Entire home/apt,0,1,0,1,28,100
597,NEW ORLEANS,LA,Private room,0,1,20,1,1125,97
598,THE BRONX,NY,Private room,100,2,20,1,1125,98
599,NEW YORK,NY,Entire home/apt,0,1,50,2,1125,98
600,SAN JOSE,CA,Entire home/apt,1500,4,25,2,1125,99
601,MARINA DEL REY,CA,Entire home/apt,0,1,0,31,1125,97
602,SAN DIEGO,CA,Entire home/apt,0,6,25,2,1125,95
603,SAN DIEGO,CA,Entire home/apt,300,4,0,4,1125,90
604,BROOKLYN,NY,Entire home/apt,0,1,0,28,31,100
605,LOS ANGELES,CA,Entire home/apt,150,1,0,3,30,100
606,NEW ORLEANS,LA,Entire home/apt,0,4,20,4,120,100
607,PRINCEVILLE,HI,Entire home/apt,2500,6,0,14,180,100
608,SAN FRANCISCO,CA,Private room,0,2,80,3,30,99
609,LOS ANGELES,CA,Private room,0,2,10,1,7,87
610,"LIHUE, KAUAI",HI,Entire home/apt,0,1,0,1,21,90
611,SAN DIEGO,CA,Entire home/apt,350,2,10,2,1124,97
612,LOS ANGELES,CA,Entire home/apt,0,2,75,3,14,95
613,KEAAU,HI,Entire home/apt,150,2,0,5,1125,80
614,LA JOLLA,CA,Private room,300,1,20,2,1125,98
615,AUSTIN,TX,Entire home/apt,250,1,50,2,45,99
616,SEATTLE,WA,Entire home/apt,0,1,0,7,60,99
617,HERMOSA BEACH,CA,Entire home/apt,0,1,0,1,28,100
618,SAN DIEGO,CA,Entire home/apt,200,4,25,1,1125,94
619,AUSTIN,TX,Entire home/apt,0,1,10,1,7,93
620,NEW YORK,NY,Private room,0,1,10,30,365,96
621,NEW YORK,NY,Entire home/apt,0,1,0,2,7,92
622,NEW ORLEANS,LA,Private room,0,1,0,1,30,96
623,BOSTON,MA,Private room,0,1,0,2,14,100
624,BROOKLYN,NY,Entire home/apt,500,3,25,60,1125,86
625,LAWRENCE,NY,Entire home/apt,1000,3,50,2,21,96
626,NEW YORK,NY,Private room,0,1,0,3,7,80
627,NEW YORK,NY,Private room,200,2,35,2,28,80
628,BROOKLYN,NY,Private room,200,1,30,7,1125,96
629,BROOKLYN,NY,Private room,0,1,40,2,40,93
630,HONOLULU,HI,Entire home/apt,0,1,0,1,180,73
631,NEW YORK,NY,Entire home/apt,1000,1,0,1,1125,100
632,SAN DIEGO,CA,Entire home/apt,0,1,0,2,60,96
633,NASHVILLE,TN,Private room,0,2,25,2,1125,99
634,LIHUE,HI,Entire home/apt,175,1,0,3,30,90
635,BROOKLYN,NY,Entire home/apt,295,2,25,1,1125,80
636,SAN DIEGO,CA,Entire home/apt,200,2,20,1,1125,98
637,SAN DIEGO,CA,Entire home/apt,400,4,50,4,180,100
638,SAN DIEGO,CA,Entire home/apt,300,1,0,3,1125,96
639,BROOKLYN,NY,Private room,0,1,43,1,1125,100
640,NEW ORLEANS,LA,Entire home/apt,0,4,25,1,1125,96
641,PAIA,HI,Private room,500,2,25,5,1125,93
642,SAN DIEGO,CA,Private room,300,1,0,2,29,96
643,LAHAINA,HI,Entire home/apt,0,4,0,5,28,100
644,CHULA VISTA,CA,Private room,0,1,15,1,1125,97
645,KAILUA-KONA,HI,Entire home/apt,100,1,0,2,1125,97
646,NASHVILLE,TN,Entire home/apt,300,4,100,2,30,100
647,LOS ANGELES,CA,Private room,0,1,0,30,270,99
648,NEW YORK,NY,Entire home/apt,0,1,0,2,29,90
649,MOUNTAIN VIEW,CA,Entire home/apt,150,4,0,5,1125,98
650,WASHINGTON,DC,Private room,100,1,0,1,1125,96
651,HALEIWA,HI,Entire home/apt,0,2,10,3,1125,97
652,SAN DIEGO,CA,Entire home/apt,100,4,15,1,1125,99
653,CULVER CITY,CA,Private room,0,1,12,1,1125,90
654,WAIMEA,HI,Entire home/apt,0,2,25,2,1125,89
655,CULVER CITY,CA,Entire home/apt,1000,1,0,3,120,87
656,SAN FRANCISCO,CA,Entire home/apt,300,6,0,2,120,96
657,SAN FRANCISCO,CA,Entire home/apt,300,4,0,3,5,96
658,BURLINGAME,CA,Entire home/apt,100,4,50,1,28,90
659,AUSTIN,TX,Entire home/apt,400,1,0,2,1125,100
660,NEW ORLEANS,LA,Hotel room,250,6,300,2,1125,93
661,AUSTIN,TX,Entire home/apt,150,2,0,2,365,100
662,SAN FRANCISCO,CA,Entire home/apt,1500,4,0,30,180,99
663,WASHINGTON,DC,Entire home/apt,1000,1,0,5,1125,100
664,LOS ANGELES,CA,Entire home/apt,0,3,25,1,1125,97
665,NEW YORK,NY,Entire home/apt,0,1,0,3,3,100
666,LONG BEACH,CA,Entire home/apt,100,2,10,1,1125,96
667,BROOKLYN,NY,Private room,0,1,0,2,31,20
668,CHICAGO,IL,Entire home/apt,0,2,10,2,14,95
669,ALHAMBRA,CA,Private room,0,1,0,1,1125,98
670,BOSTON,MA,Entire home/apt,0,1,0,91,1125,100
671,MARINA DEL REY,CA,Entire home/apt,0,1,0,1,1125,88
672,BROOKLYN,NY,Private room,0,1,20,14,1125,99
673,NEW YORK,NY,Private room,0,1,0,2,7,100
674,PRINCEVILLE,HI,Entire home/apt,0,3,0,2,180,100
675,SEATTLE,WA,Entire home/apt,200,2,10,4,31,99
676,SAN JOSE,CA,Entire home/apt,500,5,10,3,90,100
677,KAILUA-KONA,HI,Entire home/apt,200,2,12,3,31,94
678,SAN DIEGO,CA,Entire home/apt,0,1,0,4,1125,100
679,WASHINGTON,DC,Entire home/apt,1000,1,0,90,600,96
680,DENVER,CO,Entire home/apt,0,1,0,1,7,100
681,BROOKLYN,NY,Entire home/apt,0,1,0,2,4,100
682,LOS ANGELES,CA,Entire home/apt,300,1,25,3,90,97
683,NEW ORLEANS,LA,Entire home/apt,250,8,35,2,31,98
684,WASHINGTON,DC,Entire home/apt,800,2,50,4,1125,98
685,BROOKLYN,NY,Entire home/apt,0,1,0,14,1125,100
686,LOS ANGELES,CA,Entire home/apt,500,1,20,30,79,100
687,DENVER,CO,Entire home/apt,350,1,0,3,1125,100
688,NEW YORK,NY,Entire home/apt,250,1,0,2,1125,100
689,NEW YORK,NY,Shared room,0,1,49,1,1125,100
690,AUSTIN,TX,Entire home/apt,150,4,25,2,14,94
691,NEW YORK,NY,Private room,100,1,20,1,1125,100
692,SAN FRANCISCO,CA,Entire home/apt,500,1,0,30,1125,93
693,WEST HOLLYWOOD,CA,Private room,0,1,15,2,14,97
694,NEW ORLEANS,LA,Entire home/apt,0,1,0,2,1125,100
695,WASHINGTON,DC,Entire home/apt,500,4,0,6,14,90
696,MALIBU,CA,Entire home/apt,2500,8,50,2,400,96
697,SAN FRANCISCO,CA,Entire home/apt,200,2,0,30,90,95
698,KIHEI,HI,Entire home/apt,0,1,0,5,1125,95
699,SEATTLE,WA,Entire home/apt,0,1,0,2,28,98
700,LONG BEACH,CA,Entire home/apt,200,2,10,1,1125,95
701,SAN DIEGO,CA,Entire home/apt,250,4,10,1,180,98
702,QUEENS,NY,Private room,0,1,0,1,1125,96
703,BROOKLYN,NY,Entire home/apt,0,1,10,2,1125,100
704,OAKLAND,CA,Entire home/apt,500,6,25,3,1125,93
705,SAN DIEGO,CA,Private room,500,1,50,30,90,89
706,WASHINGTON,DC,Shared room,0,1,0,1,14,98
707,COLUMBUS,OH,Entire home/apt,750,1,0,1,1125,96
708,LOS ANGELES,CA,Private room,0,1,0,30,1125,98
709,NEW ORLEANS,LA,Entire home/apt,200,2,10,2,1125,97
710,SAN DIEGO,CA,Entire home/apt,999,10,30,3,29,99
711,LAWNDALE,CA,Private room,0,1,0,3,1125,92
712,BROOKLYN,NY,Entire home/apt,0,6,10,1,28,95
713,CHICAGO,IL,Entire home/apt,0,1,0,1,1125,90
714,SAN DIEGO,CA,Entire home/apt,300,1,0,3,1125,94
715,BROOKLYN,NY,Private room,0,1,0,2,10,98
716,LOS ANGELES,CA,Private room,200,1,0,3,60,99
717,HONOLULU,HI,Entire home/apt,250,2,0,1,1125,91
718,PORTLAND,OR,Entire home/apt,0,2,20,2,31,99
719,PORTLAND,OR,Entire home/apt,0,3,15,2,20,95
720,SUNNYVALE,CA,Entire home/apt,100,2,10,1,1125,96
721,NEW ORLEANS,LA,Entire home/apt,500,2,20,30,1125,96
722,WEST HOLLYWOOD,CA,Entire home/apt,0,5,50,1,1125,99
723,SEATTLE,WA,Entire home/apt,300,4,25,2,1124,96
724,SAN DIEGO,CA,Private room,150,1,10,1,1125,95
725,LAHAINA,HI,Entire home/apt,0,2,0,5,28,98
726,LA PUENTE,CA,Entire home/apt,600,1,10,1,1125,96
727,BROOKLYN,NY,Entire home/apt,100,1,0,2,21,100
728,OAKLAND,CA,Entire home/apt,0,1,0,2,30,100
729,LOS ANGELES,CA,Private room,0,1,10,1,29,96
730,SOUTH PASADENA,CA,Entire home/apt,1500,6,50,2,90,100
731,LOS ANGELES,CA,Entire home/apt,600,6,5,1,1125,96
732,SAN DIEGO,CA,Entire home/apt,200,2,20,1,1125,96
733,CHICAGO,IL,Entire home/apt,0,1,0,1,14,98
734,SAN DIEGO,CA,Entire home/apt,0,1,0,1,1125,99
735,SAN JOSE,CA,Private room,350,2,50,2,14,100
736,SAN DIEGO,CA,Entire home/apt,200,4,20,3,180,97
737,SAN JOSE,CA,Entire home/apt,2000,1,0,1,1125,100
738,BROOKLYN,NY,Entire home/apt,200,1,0,2,25,97
739,MONROVIA,CA,Entire home/apt,500,2,10,1,1125,99
740,NEW YORK,NY,Entire home/apt,2000,1,0,30,365,97
741,SANTA MONICA,CA,Entire home/apt,150,5,0,2,60,96
742,PORTLAND,OR,Private room,0,1,0,1,1125,90
743,LOS ANGELES,CA,Entire home/apt,200,1,10,1,15,100
744,AUSTIN,TX,Entire home/apt,0,6,90,1,1125,98
745,BROOKLYN ,NY,Private room,0,2,30,1,1126,90
746,LOS ANGELES,CA,Private room,100,1,15,1,1125,98
747,NEW YORK,NY,Shared room,100,1,30,5,1125,100
748,WASHINGTON,DC,Entire home/apt,0,1,0,3,12,100
749,CHICAGO,IL,Entire home/apt,250,2,25,2,1125,98
750,DENVER,CO,Private room,0,1,15,2,1125,94
751,BROOKLYN,NY,Private room,500,1,0,30,1125,100
752,BROOKLYN,NY,Entire home/apt,400,1,30,4,1125,100
753,BROOKLYN,NY,Entire home/apt,100,2,10,3,1125,94
754,LOS ANGELES,CA,Private room,300,1,10,30,90,100
755,BROOKLYN,NY,Private room,0,1,20,3,1125,60
756,NEW ORLEANS,LA,Entire home/apt,0,2,0,2,1125,100
757,NEW YORK,NY,Private room,0,1,0,2,1125,73
758,WHITE BEAR LAKE,MN,Entire home/apt,500,2,25,2,10,96
759,BEVERLY HILLS,CA,Private room,0,1,0,1,28,20
760,CHULA VISTA,CA,Entire home/apt,0,1,0,1,365,93
761,NEW ORLEANS,LA,Entire home/apt,0,1,0,2,1125,89
762,JACKSON HEIGHTS ,NY,Entire home/apt,0,2,15,2,1125,92
763,WASHINGTON,DC,Entire home/apt,0,2,20,1,1125,95
764,ALHAMBRA,CA,Entire home/apt,0,1,0,1,1125,98
765,MALIBU,CA,Entire home/apt,200,2,25,2,27,94
766,TAYLORS FALLS,MN,Entire home/apt,1000,8,25,2,31,99
767,HONOLULU,HI,Entire home/apt,500,3,100,5,1125,100
768,NEW YORK,NY,Entire home/apt,300,2,25,2,1125,91
769,BROOKLYN,NY,Private room,400,1,0,30,1125,96
770,VOLCANO,HI,Entire home/apt,200,2,25,1,1125,100
771,NEW YORK,NY,Entire home/apt,0,4,150,3,30,100
772,FLUSHING,NY,Entire home/apt,0,4,25,30,1125,100
773,NEW YORK,NY,Entire home/apt,100,1,0,3,1125,91
774,NASHVILLE,TN,Entire home/apt,150,1,0,2,28,99
775,BROOKLYN,NY,Private room,300,1,25,2,1125,97
776,MINNEAPOLIS,MN,Entire home/apt,0,1,0,5,90,91
777,PORTLAND,OR,Entire home/apt,285,1,0,1,28,99
778,SEATTLE,WA,Private room,250,1,0,5,1125,90
779,QUEENS,NY,Entire home/apt,0,1,0,2,16,100
780,BROOKLYN,NY,Private room,0,1,0,7,14,60
781,WASHINGTON,DC,Entire home/apt,0,2,10,1,1125,97
782,BROOKLYN,NY,Private room,0,1,0,2,12,100
783,LOS ANGELES,CA,Entire home/apt,400,1,0,30,1125,95
784,MINNEAPOLIS,MN,Private room,200,1,0,2,1125,100
785,QUEENS,NY,Private room,500,1,20,1,1125,98
786,COLUMBUS,OH,Entire home/apt,0,3,8,1,1125,95
787,NASHVILLE,TN,Private room,500,2,30,1,1125,99
788,AUSTIN,TX,Entire home/apt,0,6,50,2,1125,99
789,LOS ANGELES,CA,Entire home/apt,500,1,25,1,30,96
790,WEST HOLLYWOOD,CA,Entire home/apt,600,1,0,31,1125,94
791,REDONDO BEACH,CA,Entire home/apt,0,1,0,3,14,100
792,CHICAGO,IL,Entire home/apt,100,15,10,1,14,96
793,NASHVILLE,TN,Entire home/apt,250,1,100,2,1125,100
794,NEW YORK,NY,Entire home/apt,2500,1,0,5,1000,87
795,NEW YORK,NY,Entire home/apt,0,2,50,2,1124,96
796,BROOKLYN,NY,Private room,1100,1,10,30,1125,95
797,QUEENS,NY,Entire home/apt,1000,2,15,1,1125,98
798,SAN DIEGO,CA,Entire home/apt,0,1,0,2,90,100
799,LOS ANGELES,CA,Entire home/apt,199,8,20,1,25,91
800,OAKLAND,CA,Private room,0,1,0,1,9,99
801,BROOKLYN,NY,Private room,0,1,10,2,20,95
802,AUSTIN,TX,Entire home/apt,500,4,0,2,90,100
803,BROOKLYN,NY,Entire home/apt,0,1,0,3,10,92
804,LOS ANGELES,CA,Entire home/apt,0,2,15,30,1125,97
805,SANTA CRUZ,CA,Entire home/apt,350,2,50,1,30,96
806,NEW ORLEANS,LA,Entire home/apt,400,2,5,2,1125,90
807,PĀHOA,HI,Entire home/apt,300,4,25,3,30,97
808,NEW ORLEANS,LA,Private room,0,1,0,2,32,100
809,NEW YORK,NY,Entire home/apt,0,1,0,1,1125,100
810,BRONX,NY,Private room,0,1,0,2,1125,95
811,NASHVILLE,TN,Entire home/apt,300,1,0,30,90,100
812,SAN DIEGO,CA,Private room,0,1,15,1,120,99
813,SAN FRANCISCO,CA,Private room,0,2,99,1,27,96
814,WASHINGTON,DC,Entire home/apt,500,4,20,2,999,97
815,MINNEAPOLIS,MN,Entire home/apt,0,1,0,2,1125,90
816,QUEENS,NY,Private room,100,1,20,1,1125,96
817,KOLOA,HI,Hotel room,100,1,0,1,365,96
818,PALO ALTO,CA,Entire home/apt,0,3,20,5,1125,78
819,LOS ANGELES,CA,Entire home/apt,1000,8,50,30,90,99
820,BRONX,NY,Entire home/apt,100,2,20,3,1125,100
821,SAINT PAUL,MN,Private room,500,1,50,2,29,100
822,SAN DIEGO,CA,Entire home/apt,500,5,55,1,1125,100
823,HONOLULU,HI,Entire home/apt,0,1,0,30,120,100
824,NASHVILLE,TN,Entire home/apt,0,1,0,1,30,99
825,LOS ANGELES,CA,Entire home/apt,0,2,20,1,1125,81
826,SAN FRANCISCO,CA,Private room,0,1,0,1,1124,100
827,MARINA DEL REY,CA,Entire home/apt,250,4,15,2,1125,92
828,SAN DIEGO,CA,Entire home/apt,500,6,50,4,1125,98
829,SAN FRANCISCO,CA,Entire home/apt,0,1,20,2,1125,98
830,SAINT PAUL,MN,Private room,0,1,0,3,10,100
831,MINNEAPOLIS,MN,Private room,250,2,25,2,6,99
832,SEATTLE,WA,Entire home/apt,150,1,0,14,1125,96
833,BROOKLYN,NY,Private room,500,1,15,3,120,100
834,BROOKLYN,NY,Entire home/apt,0,1,0,3,1125,97
835,WASHINGTON,DC,Private room,0,1,20,3,45,99
836,SAN MATEO,CA,Private room,1450,2,50,1,90,98
837,BROOKLYN,NY,Private room,0,1,0,10,100,95
838,NEW ORLEANS,LA,Entire home/apt,0,1,0,30,180,98
839,HONOLULU,HI,Entire home/apt,100,3,10,1,1125,95
840,NEW ORLEANS,LA,Entire home/apt,300,4,30,2,1125,99
841,NEW YORK,NY,Private room,0,2,75,1,90,87
842,BROOKLYN ,NY,Private room,0,1,0,2,14,20
843,SAN JOSE,CA,Private room,0,1,0,1,1125,90
844,AUSTIN,TX,Entire home/apt,5000,1,0,4,30,100
845,NEW YORK,NY,Entire home/apt,0,1,25,15,1125,87
846,KAPAA,HI,Entire home/apt,0,1,0,1,1125,90
847,WASHINGTON,DC,Entire home/apt,0,2,15,3,27,98
848,KAHUKU,HI,Entire home/apt,0,2,0,3,30,99
849,HONOLULU,HI,Entire home/apt,200,2,10,14,180,91
850,SAN DIEGO,CA,Entire home/apt,300,2,5,30,1125,100
851,SOUTH HAVEN,MN,Entire home/apt,500,6,15,4,90,97
852,ARCADIA,CA,Private room,95,1,10,1,1125,90
853,SAN FRANCISCO,CA,Private room,250,1,19,3,26,97
854,DENVER,CO,Entire home/apt,0,1,0,2,1125,96
855,LOS ANGELES,CA,Entire home/apt,5000,6,150,3,1125,100
856,LOS ANGELES,CA,Entire home/apt,250,4,50,1,360,96
857,NEW YORK,NY,Entire home/apt,0,1,0,3,10,98
